This is the complete list of games supported by PinMAME 3.6.0.1223 [MAME 0.76] (Jan 24 2025).

This list is generated automatically and is not 100% accurate (particularly in
the Screen Flip column). Please let us know of any errors so we can correct
them.

Here are the meanings of the columns:

Working
=======
  NO: Emulation is still in progress; the game does not work correctly. This
  means anything from major problems to a black screen.

Correct Colors
==============
    YES: Colors should be identical to the original.
  CLOSE: Colors are nearly correct.
     NO: Colors are completely wrong. 
  
  Note: In some cases, the color PROMs for some games are not yet available.
  This causes a NO GOOD DUMP KNOWN message on startup (and, of course, the game
  has wrong colors). The game will still say YES in this column, however,
  because the code to handle the color PROMs has been added to the driver. When
  the PROMs are available, the colors will be correct.

Sound
=====
  PARTIAL: Sound support is incomplete or not entirely accurate. 

  Note: Some original games contain analog sound circuitry, which is difficult
  to emulate. Therefore, these emulated sounds may be significantly different.

Screen Flip
===========
  Many games were offered in cocktail-table models, allowing two players to sit
  across from each other; the game's image flips 180 degrees for each player's
  turn. Some games also have a "Flip Screen" DIP switch setting to turn the
  picture (particularly useful with vertical games).
  In many cases, this feature has not yet been emulated.

Internal Name
=============
  This is the unique name that must be used when running the game from a
  command line.

  Note: Each game's ROM set must be placed in the ROM path, either in a .zip
  file or in a subdirectory with the game's Internal Name. The former is
  suggested, because the files will be identified by their CRC instead of
  requiring specific names.

+----------------------------------+-------+-------+-------+-------+----------+
|                                  |       |Correct|       |Screen | Internal |
| Terminator 3: Rise of the Machine|  Yes  |  Yes  |  Yes  |  Yes  | term3f_3 |
| Terminator 3: Rise of the Machine|  Yes  |  Yes  |  Yes  |  Yes  | term3l_3 |
| Terminator 3: Rise of the Machine|  Yes  |  Yes  |  Yes  |  Yes  | term3g_3 |
| Terminator 3: Rise of the Machine|  Yes  |  Yes  |  Yes  |  Yes  | term3i_2 |
| Terminator 3: Rise of the Machine|  Yes  |  Yes  |  Yes  |  Yes  | term3_3  |
| Terminator 3: Rise of the Machine|  Yes  |  Yes  |  Yes  |  Yes  | term3    |
| Terrific Lake                    |  Yes  |  Yes  |Partial|  Yes  | terrlake |
| Theatre of Magic (0.61A LED Ghost|  Yes  |  Yes  | Yes(2)|  Yes  | tom_061  |
| Theatre of Magic (1.0 French)    |  Yes  |  Yes  | Yes(2)|  Yes  | tom_10f  |
| Theatre of Magic (1.01 French LED|  Yes  |  Yes  | Yes(2)|  Yes  | tom_101f |
| Theatre of Magic (1.2A)          |  Yes  |  Yes  | Yes(2)|  Yes  | tom_12a  |
| Theatre of Magic (1.2X)          |  Yes  |  Yes  | Yes(2)|  Yes  | tom_12   |
| Theatre of Magic (1.21X LED Ghost|  Yes  |  Yes  | Yes(2)|  Yes  | tom_121  |
| Theatre of Magic (1.3X)          |  Yes  |  Yes  | Yes(2)|  Yes  | tom_13   |
| Theatre of Magic (1.4H Coin Play)|  Yes  |  Yes  | Yes(2)|  Yes  | tom_14hb |
| Theatre of Magic (1.3XC Competiti|  Yes  |  Yes  | Yes(2)|  Yes  | tom_13c  |
| Theatre of Magic (1.4H)          |  Yes  |  Yes  | Yes(2)|  Yes  | tom_14h  |
| Theatre of Magic (0.6A Prototype)|  Yes  |  Yes  | Yes(2)|  Yes  | tom_06   |
| Theatre of Magic (1.3 French)    |  Yes  |  Yes  | Yes(2)|  Yes  | tom_13f  |
| Third World                      |  Yes  |  Yes  |  Yes  |  Yes  | thrdwrld |
| Thunder Man                      |  Yes  |  Yes  |  Yes  |  Yes  | thndrman |
| Thunderball (P-2 Prototype)      |  Yes  |  Yes  | Yes(2)|  Yes  | thund_p2 |
| Thunderball (P-3 Prototype)      |  Yes  |  Yes  | Yes(2)|  Yes  | thund_p3 |
| Thunderball (P-1 Prototype)      |  Yes  |  Yes  | Yes(2)|  Yes  | thund_p1 |
| Thunderbolt                      |  Yes  |  Yes  |  Yes  |  Yes  | thndbolt |
| Tic-Tac-Strike (Shuffle) (L-2)   |  Yes  |  Yes  | Yes(2)|  Yes  | tts_l2   |
| Tic-Tac-Strike (Shuffle) (L-1)   |  Yes  |  Yes  | Yes(2)|  Yes  | tts_l1   |
| Ticket Tac Toe (1.0)             |  Yes  |  Yes  | Yes(2)|  Yes  | ttt_10   |
| Tiger Rag                        |  Yes  |  Yes  |  Yes  |  Yes  | tigerrag |
| Time 2000 (Free Play)            |  Yes  |  Yes  |  Yes  |  Yes  | tim2000f |
| Time 2000                        |  Yes  |  Yes  |  Yes  |  Yes  | time2000 |
| Time Fantasy (L-5)               |  Yes  |  Yes  | Yes(2)|  Yes  | tmfnt_l5 |
| Time Line (7-digit conversion)   |  Yes  |  Yes  | Yes(2)|  Yes  | timelin7 |
| Time Line                        |  Yes  |  Yes  | Yes(2)|  Yes  | timeline |
| Time Machine (LTD) (4 Players)   |  Yes  |  Yes  |  Yes  |  Yes  | tmacltd4 |
| Time Machine (2.4)               |  Yes  |  Yes  |  Yes  |  Yes  | tmac_a24 |
| Time Machine (1.8 German)        |  Yes  |  Yes  |  Yes  |  Yes  | tmac_g18 |
| Time Machine (Zaccaria, French Sp|  Yes  |  Yes  |  Yes  |  Yes  | tmacffp  |
| Time Machine (Zaccaria, German Sp|  Yes  |  Yes  |  Yes  |  Yes  | tmacgfp  |
| Time Machine (Zaccaria, Free Play|  Yes  |  Yes  |  Yes  |  Yes  | tmachfp  |
| Time Machine (Zaccaria, Italian S|  Yes  |  Yes  |  Yes  |  Yes  | tmacifp  |
| Time Machine (Zaccaria, Italian S|  Yes  |  Yes  |  Yes  |  Yes  | tmacizac |
| Time Machine (Zaccaria, French Sp|  Yes  |  Yes  |  Yes  |  Yes  | tmacfzac |
| Time Machine (Zaccaria, German Sp|  Yes  |  Yes  |  Yes  |  Yes  | tmacgzac |
| Time Machine (1.8)               |  Yes  |  Yes  |  Yes  |  Yes  | tmac_a18 |
| Time Machine (LTD) (2 Players)   |  Yes  |  Yes  |  Yes  |  Yes  | tmacltd2 |
| Time Machine (Zaccaria) (alternat|  Yes  |  Yes  |  Yes  |  Yes  | tmachzaca |
| Time Machine (Zaccaria)          |  Yes  |  Yes  |  Yes  |  Yes  | tmachzac |
| Time Warp (T-2 Ted Estes)        |  Yes  |  Yes  | Yes(2)|  Yes  | tmwrp_t2 |
| Time Warp (L-2)                  |  Yes  |  Yes  | Yes(2)|  Yes  | tmwrp_l2 |
| Time Warp (T-2 Ted Estes, Free Pl|  Yes  |  Yes  | Yes(2)|  Yes  | tmwrp_t2ff |
| Time Warp (L-2 Free Play Fix)    |  Yes  |  Yes  | Yes(2)|  Yes  | tmwrp_l2ff |
| Time Warp (L-3)                  |  Yes  |  Yes  | Yes(2)|  Yes  | tmwrp_l3 |
| Time Warp (L-3 Free Play Fix)    |  Yes  |  Yes  | Yes(2)|  Yes  | tmwrp_l3ff |
| Titan (alternate set)            |  Yes  |  Yes  | Yes(2)|  Yes  | titan1   |
| Titan                            |  Yes  |  Yes  | Yes(2)|  Yes  | titan    |
| Titanic (Coin Dropper)           |  Yes  |  Yes  |  Yes  |  Yes  | titanic  |
| Title Fight                      |  Yes  |  Yes  | Yes(2)|  Yes  | tfight   |
| Tom & Jerry (Hollywood Heat unoff|  Yes  |  Yes  | Yes(2)|  Yes  | tomjerry |
| Tommy Pinball Wizard, The Who's (|  Yes  |  Yes  |  Yes  |  Yes  | tomy_201d |
| Tommy Pinball Wizard, The Who's (|  Yes  |  Yes  |  Yes  |  Yes  | tomy_400 |
| Tommy Pinball Wizard, The Who's (|  Yes  |  Yes  |  Yes  |  Yes  | tomy_500 |
| Tommy Pinball Wizard, The Who's (|  Yes  |  Yes  |  Yes  |  Yes  | tomy_102be |
| Tommy Pinball Wizard, The Who's (|  Yes  |  Yes  |  Yes  |  Yes  | tomy_102 |
| Tommy Pinball Wizard, The Who's (|  Yes  |  Yes  |  Yes  |  Yes  | tomy_301g |
| Tommy Pinball Wizard, The Who's (|  Yes  |  Yes  |  Yes  |  Yes  | tomy_h30 |
| Top Dawg (Shuffle) (L-1)         |  Yes  |  Yes  | Yes(2)|  Yes  | tdawg_l1 |
| Top Game Laser L10 (Bingo)       |   No  |  Yes  |  Yes  |  Yes  | topgame  |
| Top Game Turbo (Bingo)           |   No  |  Yes  |  Yes  |  Yes  | topgamet |
| Top Pin                          |  Yes  |  Yes  |  Yes  |  Yes  | toppin   |
| Top Sound (French)               |  Yes  |  Yes  | Yes(2)|  Yes  | topsound |
| Topaz (Inder)                    |  Yes  |  Yes  |  Yes  |  Yes  | topazi   |
| Topaz (Shuffle) (L-1)            |  Yes  |  Yes  | Yes(2)|  Yes  | topaz_l1 |
| Torch                            |  Yes  |  Yes  | Yes(2)|  Yes  | torch    |
| Torpedo Alley (2.1 Europe)       |  Yes  |  Yes  |  Yes  |  Yes  | torp_e21 |
| Torpedo Alley (1.6)              |  Yes  |  Yes  |  Yes  |  Yes  | torp_a16 |
| Totem                            |  Yes  |  Yes  | Yes(2)|  Yes  | totem    |
| Touchdown                        |  Yes  |  Yes  | Yes(2)|  Yes  | touchdn  |
| Trailer                          |  Yes  |  Yes  |  Yes  |  Yes  | trailer  |
| Transformers (V1.2)              |  Yes  |  Yes  |  Yes  |  Yes  | tf_120   |
| Transformers (V1.6)              |  Yes  |  Yes  |  Yes  |  Yes  | tf_160   |
| Transformers (V1.7)              |  Yes  |  Yes  |  Yes  |  Yes  | tf_170   |
| Transformers (V1.5)              |  Yes  |  Yes  |  Yes  |  Yes  | tf_150   |
| Transformers (V1.4)              |  Yes  |  Yes  |  Yes  |  Yes  | tf_140   |
| Transformers (V1.8)              |  Yes  |  Yes  |  Yes  |  Yes  | tf_180   |
| Transformers Limited Edition (V1.|  Yes  |  Yes  |  Yes  |  Yes  | tf_140h  |
| Transformers Limited Edition (V0.|  Yes  |  Yes  |  Yes  |  Yes  | tf_088h  |
| Transformers Limited Edition (V1.|  Yes  |  Yes  |  Yes  |  Yes  | tf_100h  |
| Transformers Limited Edition (V1.|  Yes  |  Yes  |  Yes  |  Yes  | tf_150h  |
| Transformers Limited Edition (V1.|  Yes  |  Yes  |  Yes  |  Yes  | tf_180h  |
| Transformers Limited Edition (V1.|  Yes  |  Yes  |  Yes  |  Yes  | tf_130h  |
| Transformers Limited Edition (V1.|  Yes  |  Yes  |  Yes  |  Yes  | tf_120h  |
| Transporter the Rescue (LU-3)    |  Yes  |  Yes  | Yes(2)|  Yes  | tsptr_lu3 |
| Transporter the Rescue (L-3)     |  Yes  |  Yes  | Yes(2)|  Yes  | tsptr_l3 |
| Transporter the Rescue (LA-1)    |  Yes  |  Yes  | Yes(2)|  Yes  | tsptr_l1 |
| Trebol                           |  Yes  |  Yes  |  Yes  |  Yes  | trebol   |
| Tri Zone (L-1 Free Play Fix)     |  Yes  |  Yes  | Yes(2)|  Yes  | trizn_l1ff |
| Tri Zone (T-1 Ted Estes)         |  Yes  |  Yes  | Yes(2)|  Yes  | trizn_t1 |
| Tri Zone (L-1)                   |  Yes  |  Yes  | Yes(2)|  Yes  | trizn_l1 |
| Tri Zone (T-1 Ted Estes, Free Pla|  Yes  |  Yes  | Yes(2)|  Yes  | trizn_t1ff |
| Trick Shooter                    |  Yes  |  Yes  |  Yes  |  Yes  | tricksht |
| Trident (Old)                    |  Yes  |  Yes  | Yes(2)|  Yes  | tridenta |
| Trident                          |  Yes  |  Yes  | Yes(2)|  Yes  | trident  |
| Trident (Old Free Play)          |  Yes  |  Yes  | Yes(2)|  Yes  | tridenfp |
| Trident (MOD 2 rev. 19)          |  Yes  |  Yes  | Yes(2)|  Yes  | tridentc |
| Trident (MOD 1 rev. 23c)         |  Yes  |  Yes  | Yes(2)|  Yes  | tridentb |
| Triple Joker (Bingo)             |   No  |  Yes  |  Yes  |  Yes  | tripjok  |
| Triple Strike (Shuffle) (L-1)    |  Yes  |  Yes  |  Yes  |  Yes  | tstrk_l1 |
| Truck Stop (P-2 Prototype)       |  Yes  |  Yes  | Yes(2)|  Yes  | trucksp2 |
| Truck Stop (P-3 Prototype)       |  Yes  |  Yes  | Yes(2)|  Yes  | trucksp3 |
| Twilight Zone (D-2 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_d2    |
| Twilight Zone (L-2)              |  Yes  |  Yes  | Yes(2)|  Yes  | tz_l2    |
| Twilight Zone (D-1 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_d1    |
| Twilight Zone (L-1)              |  Yes  |  Yes  | Yes(2)|  Yes  | tz_l1    |
| Twilight Zone (P-5 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_p5    |
| Twilight Zone (FreeWPC 1.00)     |  Yes  |  Yes  | Yes(2)|  Yes  | tz_f100  |
| Twilight Zone (L-5)              |  Yes  |  Yes  | Yes(2)|  Yes  | tz_l5    |
| Twilight Zone (FreeWPC 0.97)     |  Yes  |  Yes  | Yes(2)|  Yes  | tz_f97   |
| Twilight Zone (D-4 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_d4    |
| Twilight Zone (FreeWPC 0.86)     |  Yes  |  Yes  | Yes(2)|  Yes  | tz_f86   |
| Twilight Zone (I-7 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_i7    |
| Twilight Zone (H-7)              |  Yes  |  Yes  | Yes(2)|  Yes  | tz_h7    |
| Twilight Zone (P-3 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_p3d   |
| Twilight Zone (P-3 Prototype)    |  Yes  |  Yes  | Yes(2)|  Yes  | tz_p3    |
| Twilight Zone (PA-2 LED Ghost Fix|  Yes  |  Yes  | Yes(2)|  Yes  | tz_pa2   |
| Twilight Zone (PA-1 Prototype)   |  Yes  |  Yes  | Yes(2)|  Yes  | tz_pa1   |
| Twilight Zone (FreeWPC 0.50)     |  Yes  |  Yes  | Yes(2)|  Yes  | tz_f50   |
| Twilight Zone (L-3)              |  Yes  |  Yes  | Yes(2)|  Yes  | tz_l3    |
| Twilight Zone (D-3 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_d3    |
| Twilight Zone (L-4)              |  Yes  |  Yes  | Yes(2)|  Yes  | tz_l4    |
| Twilight Zone (IFPA rules)       |  Yes  |  Yes  | Yes(2)|  Yes  | tz_ifpa  |
| Twilight Zone (IFPA rules LED Gho|  Yes  |  Yes  | Yes(2)|  Yes  | tz_ifpa2 |
| Twilight Zone (FreeWPC 0.19)     |  Yes  |  Yes  | Yes(2)|  Yes  | tz_f19   |
| Twilight Zone (H-8)              |  Yes  |  Yes  | Yes(2)|  Yes  | tz_h8    |
| Twilight Zone (I-8 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_i8    |
| Twilight Zone (LA-9 PAPA Tourname|  Yes  |  Yes  | Yes(2)|  Yes  | tz_la9   |
| Twilight Zone (FreeWPC 0.10)     |  Yes  |  Yes  | Yes(2)|  Yes  | tz_f10   |
| Twilight Zone (9.4CH Coin Play)  |  Yes  |  Yes  | Yes(2)|  Yes  | tz_94ch  |
| Twilight Zone (9.2)              |  Yes  |  Yes  | Yes(2)|  Yes  | tz_92    |
| Twilight Zone (P-4 Prototype)    |  Yes  |  Yes  | Yes(2)|  Yes  | tz_p4    |
| Twilight Zone (9.3 LED Ghost Fix)|  Yes  |  Yes  | Yes(2)|  Yes  | tz_93    |
| Twilight Zone (9.4H)             |  Yes  |  Yes  | Yes(2)|  Yes  | tz_94h   |
| Twister (4.05)                   |  Yes  |  Yes  |  Yes  |  Yes  | twst_405 |
| Twister (3.00)                   |  Yes  |  Yes  |  Yes  |  Yes  | twst_300 |
| Twister (4.04)                   |  Yes  |  Yes  |  Yes  |  Yes  | twst_404 |
| U-Boat 65                        |  Yes  |  Yes  |Partial|  Yes  | uboat65  |
| U.S.A. Football (R06u)           |  Yes  |  Yes  |  Yes  |  Yes  | usafootb |
| U.S.A. Football (Redemption, P08)|  Yes  |  Yes  |  Yes  |  Yes  | usafootr |
| U.S.A. Football (R01u)           |  Yes  |  Yes  |  Yes  |  Yes  | usafoota |
| UFO-X                            |  Yes  |  Yes  |  Yes  |  Yes  | ufo_x    |
| Unknown Game (MAC #1808)         |  Yes  |  Yes  |  Yes  |  Yes  | mac_1808 |
| V.1                              |  Yes  |  Yes  |  Yes  |  Yes  | v1       |
| Varkon (L-1)                     |  Yes  |  Yes  | Yes(2)|  Yes  | vrkon_l1 |
| Vector (Free Play)               |  Yes  |  Yes  |  Yes  |  Yes  | vectora  |
| Vector (modified rules rev. 5)   |  Yes  |  Yes  |  Yes  |  Yes  | vectorb  |
| Vector (modified rules rev. 10)  |  Yes  |  Yes  |  Yes  |  Yes  | vectorc  |
| Vector                           |  Yes  |  Yes  |  Yes  |  Yes  | vector   |
| Vector (modified rules rev. 4)   |  Yes  |  Yes  |  Yes  |  Yes  | vector4  |
| Vegas (Game Plan)                |  Yes  |  Yes  | Yes(2)|  Yes  | vegasgp  |
| Vegas                            |  Yes  |  Yes  | Yes(2)|  Yes  | vegas    |
| Vegas (Taito)                    |  Yes  |  Yes  | Yes(2)|  Yes  | vegast   |
| Verne's World                    |  Yes  |  Yes  |  Yes  |  Yes  | vrnwrld  |
| Victory (German)                 |  Yes  |  Yes  | Yes(2)|  Yes  | victoryg |
| Victory (Free Play)              |  Yes  |  Yes  | Yes(2)|  Yes  | victryfp |
| Victory (German Free Play)       |  Yes  |  Yes  | Yes(2)|  Yes  | victrgfp |
| Victory (French Free Play)       |  Yes  |  Yes  | Yes(2)|  Yes  | victrffp |
| Victory (French)                 |  Yes  |  Yes  | Yes(2)|  Yes  | victoryf |
| Victory                          |  Yes  |  Yes  | Yes(2)|  Yes  | victory  |
| Victory (1.01 multiplayer MOD)   |  Yes  |  Yes  | Yes(2)|  Yes  | victr101 |
| Viking                           |  Yes  |  Yes  |  Yes  |  Yes  | viking   |
| Viking (7-digit conversion)      |  Yes  |  Yes  |  Yes  |  Yes  | vikingb  |
| Viking King                      |  Yes  |  Yes  |  Yes  |  Yes  | vikngkng |
| Viper (Free Play)                |  Yes  |  Yes  | Yes(2)|  Yes  | viperfp  |
| Viper                            |  Yes  |  Yes  | Yes(2)|  Yes  | viper    |
| Viper Night Drivin' (2.01)       |  Yes  |  Yes  |  Yes  |  Yes  | viprsega |
| Viper Night Drivin' (1.02)       |  Yes  |  Yes  |  Yes  |  Yes  | vipr_102 |
| Volcano                          |  Yes  |  Yes  | Yes(2)|  Yes  | vlcno_ax |
| Volcano (7-digit conversion)     |  Yes  |  Yes  | Yes(2)|  Yes  | vlcno_a7 |
| Volcano (Sound Only)             |  Yes  |  Yes  | Yes(2)|  Yes  | vlcno_1b |
| Volcano (Sound Only, 7-digit conv|  Yes  |  Yes  | Yes(2)|  Yes  | vlcno_b7 |
| Volcano (Sound Only, alternate se|  Yes  |  Yes  | Yes(2)|  Yes  | vlcno_1a |
| Volcano (Sound Only, alternate se|  Yes  |  Yes  | Yes(2)|  Yes  | vlcno_1c |
| Volley                           |  Yes  |  Yes  | Yes(2)|  Yes  | voleybal |
| Voltan Escapes Cosmic Doom       |  Yes  |  Yes  | Yes(2)|  Yes  | voltan   |
| Voltan Escapes Cosmic Doom (7-dig|  Yes  |  Yes  | Yes(2)|  Yes  | voltanb  |
| Voltan Escapes Cosmic Doom (Free |  Yes  |  Yes  | Yes(2)|  Yes  | voltanc  |
| Voltan Escapes Cosmic Doom (/10 S|  Yes  |  Yes  | Yes(2)|  Yes  | voltand  |
| Vortex                           |  Yes  |  Yes  | Yes(2)|  Yes  | vortex   |
| WHO Dunnit (1.2 German Sound)    |  Yes  |  Yes  | Yes(2)|  Yes  | wd_12g   |
| WHO Dunnit (1.2 German Sound / El|  Yes  |  Yes  | Yes(2)|  Yes  | wd_12gp  |
| WHO Dunnit (1.1)                 |  Yes  |  Yes  | Yes(2)|  Yes  | wd_11    |
| WHO Dunnit (0.3R Prototype)      |  Yes  |  Yes  | Yes(2)|  Yes  | wd_03r   |
| WHO Dunnit (1.0 French)          |  Yes  |  Yes  | Yes(2)|  Yes  | wd_10f   |
| WHO Dunnit (1.2 Elevator text fix|  Yes  |  Yes  | Yes(2)|  Yes  | wd_12p   |
| WHO Dunnit (1.0 German Sound)    |  Yes  |  Yes  | Yes(2)|  Yes  | wd_10g   |
| WHO Dunnit (1.0R)                |  Yes  |  Yes  | Yes(2)|  Yes  | wd_10r   |
| WHO Dunnit (1.2)                 |  Yes  |  Yes  | Yes(2)|  Yes  | wd_12    |
| WHO Dunnit (0.48R Prototype)     |  Yes  |  Yes  | Yes(2)|  Yes  | wd_048r  |
| WPC Test Fixture: Alphanumeric (L|  Yes  |  Yes  |   No  |  Yes  | tfa_13   |
| WPC Test Fixture: DMD (L-3)      |  Yes  |  Yes  |   No  |  Yes  | tfdmd_l3 |
| WPC Test Fixture: Security (1.2) |  Yes  |  Yes  | Yes(2)|  Yes  | tfs_12   |
| WPC Test Fixture: WPC-95 (1.2)   |  Yes  |  Yes  | Yes(2)|  Yes  | tf95_12  |
| WWF Royal Rumble (1.06)          |  Yes  |  Yes  |  Yes  |  Yes  | wwfr_106 |
| WWF Royal Rumble (1.03 French)   |  Yes  |  Yes  |  Yes  |  Yes  | wwfr_103f |
| WWF Royal Rumble (1.03)          |  Yes  |  Yes  |  Yes  |  Yes  | wwfr_103 |
| Wack-A-Doodle-Doo (Redemption)   |  Yes  |  Yes  |  Yes  |  Yes  | wackadoo |
| Walking Dead, The (V1.60.0) (Colo|  Yes  |  Yes  |  Yes  |  Yes  | twd_160c |
| Walking Dead, The (V1.41)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_141  |
| Walking Dead, The (V1.25)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_125  |
| Walking Dead, The (V1.56) (Colore|  Yes  |  Yes  |  Yes  |  Yes  | twd_156c |
| Walking Dead, The (V1.24)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_124  |
| Walking Dead, The (V1.60.0)      |  Yes  |  Yes  |  Yes  |  Yes  | twd_160  |
| Walking Dead, The (V1.05)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_105  |
| Walking Dead, The (V1.11)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_111  |
| Walking Dead, The (V1.28)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_128  |
| Walking Dead, The (V1.53)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_153  |
| Walking Dead, The (V1.19)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_119  |
| Walking Dead, The (V1.56)        |  Yes  |  Yes  |  Yes  |  Yes  | twd_156  |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_153h |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_111h |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_119h |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_160h |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_124h |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_141h |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_156hc |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_160hc |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_125h |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_128h |
| Walking Dead, The Limited Edition|  Yes  |  Yes  |  Yes  |  Yes  | twd_156h |
| Walkyria                         |  Yes  |  Yes  |  Yes  |  Yes  | walkyria |
| Warlok (L-3)                     |  Yes  |  Yes  | Yes(2)|  Yes  | wrlok_l3 |
| Waterworld (rev. 2)              |  Yes  |  Yes  | Yes(2)|  Yes  | waterwl2 |
| Waterworld (rev. 5)              |  Yes  |  Yes  | Yes(2)|  Yes  | waterwl5 |
| Waterworld (rev. 3)              |  Yes  |  Yes  | Yes(2)|  Yes  | waterwld |
| Wheel of Fortune (V3.0 Italian)  |  Yes  |  Yes  |  Yes  |  Yes  | wof_300i |
| Wheel of Fortune (V2.0 German)   |  Yes  |  Yes  |  Yes  |  Yes  | wof_200g |
| Wheel of Fortune (V2.0 Italian)  |  Yes  |  Yes  |  Yes  |  Yes  | wof_200i |
| Wheel of Fortune (V3.0 French)   |  Yes  |  Yes  |  Yes  |  Yes  | wof_300f |
| Wheel of Fortune (V3.0)          |  Yes  |  Yes  |  Yes  |  Yes  | wof_300  |
| Wheel of Fortune (V1.0)          |  Yes  |  Yes  |  Yes  |  Yes  | wof_100  |
| Wheel of Fortune (V3.0 Spanish)  |  Yes  |  Yes  |  Yes  |  Yes  | wof_300l |
| Wheel of Fortune (V4.0)          |  Yes  |  Yes  |  Yes  |  Yes  | wof_400  |
| Wheel of Fortune (V6.02 Home Rom)|  Yes  |  Yes  |  Yes  |  Yes  | wof_602h |
| Wheel of Fortune (V5.0)          |  Yes  |  Yes  |  Yes  |  Yes  | wof_500  |
| Wheel of Fortune (V4.01 Spanish) |  Yes  |  Yes  |  Yes  |  Yes  | wof_401l |
| Wheel of Fortune (V4.0 Italian)  |  Yes  |  Yes  |  Yes  |  Yes  | wof_400i |
| Wheel of Fortune (V4.0 German)   |  Yes  |  Yes  |  Yes  |  Yes  | wof_400g |
| Wheel of Fortune (V4.0 French)   |  Yes  |  Yes  |  Yes  |  Yes  | wof_400f |
| Wheel of Fortune (V2.0)          |  Yes  |  Yes  |  Yes  |  Yes  | wof_200  |
| Wheel of Fortune (V3.0 German)   |  Yes  |  Yes  |  Yes  |  Yes  | wof_300g |
| Wheel of Fortune (V5.0 Spanish)  |  Yes  |  Yes  |  Yes  |  Yes  | wof_500l |
| Wheel of Fortune (V5.0 French)   |  Yes  |  Yes  |  Yes  |  Yes  | wof_500f |
| Wheel of Fortune (V5.0 Italian)  |  Yes  |  Yes  |  Yes  |  Yes  | wof_500i |
| Wheel of Fortune (V5.0 German)   |  Yes  |  Yes  |  Yes  |  Yes  | wof_500g |
| Wheel of Fortune (V2.0 French)   |  Yes  |  Yes  |  Yes  |  Yes  | wof_200f |
| Whirlwind (LA-3)                 |  Yes  |  Yes  | Yes(2)|  Yes  | whirl_l3 |
| Whirlwind (LG-1 German)          |  Yes  |  Yes  | Yes(2)|  Yes  | whirl_g1 |
| Whirlwind (LG-2 German)          |  Yes  |  Yes  | Yes(2)|  Yes  | whirl_g2 |
| Whirlwind (LG-3 German)          |  Yes  |  Yes  | Yes(2)|  Yes  | whirl_g3 |
| Whirlwind (LU-2)                 |  Yes  |  Yes  | Yes(2)|  Yes  | whirl_l2 |
| White Force                      |  Yes  |  Yes  |  Yes  |  Yes  | whtforce |
| White Water (FreeWPC/Bigfoot R0.1|  Yes  |  Yes  | Yes(2)|  Yes  | ww_bfr01 |
| White Water (FreeWPC/Bigfoot R0.1|  Yes  |  Yes  | Yes(2)|  Yes  | ww_bfr01b |
| White Water (L-4)                |  Yes  |  Yes  | Yes(2)|  Yes  | ww_l4    |
| White Water (FreeWPC/Bigfoot R0.1|  Yes  |  Yes  | Yes(2)|  Yes  | ww_bfr01c |
| White Water (D-4 LED Ghost Fix)  |  Yes  |  Yes  | Yes(2)|  Yes  | ww_d4    |
| White Water (FreeWPC/Bigfoot R0.1|  Yes  |  Yes  | Yes(2)|  Yes  | ww_bfr01e |
| White Water (FreeWPC/Bigfoot R0.1|  Yes  |  Yes  | Yes(2)|  Yes  | ww_bfr01d |
| White Water (D-3 LED Ghost Fix)  |  Yes  |  Yes  | Yes(2)|  Yes  | ww_d3    |
| White Water (L-5)                |  Yes  |  Yes  | Yes(2)|  Yes  | ww_l5    |
